Year,Month,Season,url,product_id,BrandName,Category,Individual_Category,Category_by_Gender,Description,DiscountPrice (in Rupees),OriginalPrice (in Rupees),DiscountOffer (in %),PrimaryColor,Historical Sales Data (in units),Market Condition,Size,Age Range,Customer Reviews,Geographic Location,Material,Pattern,Social Media Mentions,Search Trends,Return Rate (in units),Events and Festivals,Event and Festival Name,Customer Ratings (1 to 5 Scale),CategoryType
2024,1,Summer,https://www.myntra.com/2fzebzg6bc,7UVQMY6EV967,H&M,Clothing,Shirts,Unisex,Limited edition,900.98,1678.6,46.33,Purple,996,Growing,L,35-44,84,Delhi,Cotton,Polka Dot,342,7967,0,Eid,Eid,4,Business Formals
2024,4,Winter,https://www.myntra.com/pdqot3dr2h,VSD64V1FNFEO,Prada,Accessories,Handbags,Men,Comfortable and durable,4894.48,7269.1,32.67,Red,783,Stable,XXL,35-44,745,Kolkata,Wool,Floral,442,5300,0.14,Holi,Holi,1,Maternity
2024,10,Spring,https://www.myntra.com/7sz6q10cjr,N87KRHT19SUI,Under Armour,Clothing,T-Shirts,Women,High quality product,809.92,1243.86,34.89,Blue,500,Declining,L,35-44,495,Mumbai,Wool,Polka Dot,277,1951,0.27,Eid,Eid,1,Casual Wear
2024,10,Spring,https://www.myntra.com/lgh35xmus3,HO0HSSP0PY6S,Adidas,Clothing,Jackets,Unisex,Limited edition,3704.61,5126.4,27.73,Pink,408,Stable,S,18-24,591,Hyderabad,Silk,Floral,332,2056,0.18,New Year,New Year,5,Business Formals
2024,7,Summer,https://www.myntra.com/2uzw4y2rzi,VRL53C5TWHPX,Prada,Clothing,Dresses,Women,Comfortable and durable,3228.09,3557.38,9.26,Purple,666,Growing,L,35-44,637,Hyderabad,Leather,Printed,254,8927,0.18,Diwali,Diwali,3,Traditional Wear
2024,7,Winter,https://www.myntra.com/s2j1107r59,1DZ5VTI796H7,Prada,Footwear,Flip Flops,Unisex,Trendy and stylish,1526.45,1868.19,18.29,Green,357,Stable,XL,25-34,705,Bangalore,Cotton,Floral,419,5092,0.09,Navratri,Navratri,3,Sports and Active Wear
2024,12,Summer,https://www.myntra.com/7nkv8zr3di,47OMQR2E2OO6,Under Armour,Clothing,Dresses,Men,Trendy and stylish,2144.42,4198.9,48.93,White,672,Growing,L,35-44,783,Mumbai,Denim,Solid,422,6485,0.25,Holi,Holi,3,Athleisure
2024,5,Fall,https://www.myntra.com/6du2qscibi,2UMJHYHE1U04,Adidas,Clothing,Shirts,Women,High quality product,2971.93,5102.61,41.76,Green,802,Declining,XXL,18-24,229,Ahmedabad,Silk,Solid,238,6308,0.28,Christmas,Christmas,5,Sports and Active Wear
2024,12,Fall,https://www.myntra.com/m46j31wxpm,LDRE6ZXP4914,Puma,Clothing,Shirts,Unisex,Comfortable and durable,1291.16,1712.78,24.62,Orange,782,Declining,XXL,35-44,747,Ahmedabad,Polyester,Floral,40,8629,0.18,Holi,Holi,1,Retro Style
2024,10,Spring,https://www.myntra.com/b9580moiox,GHREGA2VPYKO,Levis,Clothing,Shirts,Men,Limited edition,3298.64,4107.1,19.68,Red,941,Stable,XXL,25-34,785,Ahmedabad,Wool,Checked,22,5509,0.07,New Year,New Year,2,Streetwear
2024,9,Winter,https://www.myntra.com/yf5d10dc1g,KL1DUEQCADOZ,Under Armour,Accessories,Watches,Men,Trendy and stylish,4047.39,7973.6,49.24,White,286,Stable,XS,18-24,728,Delhi,Leather,Polka Dot,400,5919,0.14,Holi,Holi,2,Indian and Fusion Wear
2024,3,Summer,https://www.myntra.com/7nltbj33nk,W25BRGZ9TRCJ,Nike,Accessories,Hats,Unisex,High quality product,1610.81,2589.91,37.8,Red,469,Growing,M,25-34,941,Bangalore,Silk,Floral,438,7689,0,Holi,Holi,1,Party Wear
2024,4,Winter,https://www.myntra.com/459wmkjedy,THAFV16W4DW3,Prada,Clothing,Dresses,Women,Eco-friendly material,2525.59,4210.56,40.02,Brown,778,Stable,M,25-34,697,Ahmedabad,Silk,Striped,74,9032,0.12,Diwali,Diwali,4,Minimalist Fashion
2024,5,Fall,https://www.myntra.com/om5yoov9n8,5TVHFKQ67IO8,Levis,Clothing,Dresses,Women,Limited edition,4376.76,8485.51,48.42,Purple,894,Growing,XXL,35-44,39,Kolkata,Wool,Polka Dot,92,324,0.17,Christmas,Christmas,3,Urban Fashion
2024,8,Winter,https://www.myntra.com/voergss2tk,1IGHVSC11AF7,Gucci,Clothing,Jackets,Unisex,Comfortable and durable,2183.47,3496.49,37.55,Orange,686,Declining,XS,25-34,443,Mumbai,Wool,Floral,379,9176,0.24,Eid,Eid,3,Western Wear
2024,8,Fall,https://www.myntra.com/1a92avqdlv,POWHUYC30PE3,Nike,Clothing,Jackets,Unisex,Limited edition,2578.07,3008.32,14.3,Yellow,684,Stable,XL,25-34,246,Pune,Denim,Checked,492,5930,0.04,Navratri,Navratri,3,Western Wear
2024,10,Summer,https://www.myntra.com/vax49d1143,EEF2Z5ILBVVQ,Gucci,Footwear,Sandals,Men,High quality product,2736.21,5103.38,46.38,Brown,250,Declining,S,18-24,196,Bangalore,Polyester,Floral,400,6890,0.26,Christmas,Christmas,5,Traditional Wear
2024,9,Summer,https://www.myntra.com/hjd34uzoto,WGYGO28BY99S,Prada,Footwear,Sneakers,Women,High quality product,3423.93,4637.72,26.17,Purple,270,Growing,S,35-44,529,Bangalore,Silk,Floral,288,6655,0.12,New Year,New Year,5,Casual Wear
2024,11,Spring,https://www.myntra.com/qqphxj4ntk,NHW421X3TECY,Prada,Accessories,Handbags,Unisex,High quality product,2684.01,4240.54,36.71,Brown,799,Stable,S,35-44,785,Chennai,Wool,Checked,395,4382,0.04,Diwali,Diwali,5,Ethnic Casuals
2024,11,Fall,https://www.myntra.com/dvcwfzh2i0,FL9JUCGRLPIU,Puma,Footwear,Boots,Women,Trendy and stylish,3628.61,6855.15,47.07,Orange,257,Growing,L,25-34,298,Jaipur,Wool,Printed,172,444,0.3,Diwali,Diwali,1,Business Formals
2024,9,Spring,https://www.myntra.com/w36dw3l1cd,EZAWGE7Z969X,Puma,Footwear,Sneakers,Men,Comfortable and durable,3697.2,6845.3,45.99,White,204,Declining,XL,25-34,70,Chandigarh,Denim,Checked,233,3040,0.02,Navratri,Navratri,5,Sports and Active Wear
2024,5,Winter,https://www.myntra.com/oipd5acsbx,FRN3OVNV8L0M,Zara,Clothing,Jackets,Women,Trendy and stylish,3024.16,5867.43,48.46,Blue,167,Declining,XS,35-44,348,Ahmedabad,Silk,Checked,153,8442,0.28,Holi,Holi,1,Casual Wear
2024,9,Summer,https://www.myntra.com/y4kcvdm73h,CSSET6UWORT1,Zara,Clothing,Jeans,Women,High quality product,755.77,886.6,14.76,Red,197,Declining,M,25-34,504,Mumbai,Denim,Checked,68,110,0.06,Eid,Eid,2,Sports and Active Wear
2024,1,Summer,https://www.myntra.com/6sswiecoqf,HGLC9OXXRNUR,Nike,Clothing,Shirts,Unisex,Comfortable and durable,930.31,1029.68,9.65,Brown,907,Growing,XL,35-44,648,Ahmedabad,Cotton,Polka Dot,348,5516,0.21,Christmas,Christmas,4,Traditional Wear
2024,12,Winter,https://www.myntra.com/ifeg6r2du1,1TTUMPVSNME9,H&M,Clothing,Jeans,Men,Trendy and stylish,4957.58,9482.06,47.72,Yellow,369,Stable,XS,35-44,25,Bangalore,Polyester,Solid,277,2326,0.09,Christmas,Christmas,1,Retro Style
2024,9,Winter,https://www.myntra.com/yji4b5ry55,2Y20SA62S7Q6,H&M,Footwear,Flip Flops,Unisex,Trendy and stylish,1208.89,1609.35,24.88,Blue,633,Stable,S,25-34,396,Chandigarh,Denim,Floral,300,1586,0.13,Christmas,Christmas,3,Formal Wear
2024,6,Fall,https://www.myntra.com/wgn2xs6n9t,M519XLI60S0J,Prada,Footwear,Flip Flops,Women,Trendy and stylish,4228.77,6782.52,37.65,Orange,265,Stable,XS,35-44,109,Chennai,Polyester,Checked,361,914,0.05,Christmas,Christmas,4,Ethnic Casuals
2024,1,Spring,https://www.myntra.com/dn5qipl6on,NSSTRJRRX9XL,Adidas,Accessories,Belts,Women,Limited edition,1260.61,1806.66,30.22,Blue,343,Stable,XL,18-24,433,Delhi,Denim,Striped,41,2432,0.18,New Year,New Year,2,Minimalist Fashion
2024,3,Winter,https://www.myntra.com/01s0qh2onf,9K9YPSTF36AK,Under Armour,Accessories,Hats,Unisex,Comfortable and durable,2330.44,3732.95,37.57,White,122,Growing,XXL,18-24,813,Bangalore,Polyester,Floral,358,6036,0.03,Navratri,Navratri,5,Minimalist Fashion
2024,9,Fall,https://www.myntra.com/oqkzvu0ity,RF7K92NOL7GX,Prada,Accessories,Hats,Women,Limited edition,2964.94,4604.08,35.6,Black,299,Growing,M,18-24,480,Delhi,Silk,Checked,129,7600,0.28,Holi,Holi,5,Urban Fashion
2024,8,Summer,https://www.myntra.com/elpxwpjeo8,9AH1YY3IYNM0,Nike,Clothing,T-Shirts,Unisex,Comfortable and durable,4589.65,5871.93,21.84,Brown,950,Declining,XXL,35-44,765,Hyderabad,Leather,Printed,37,1281,0.16,Diwali,Diwali,3,Beachwear
2024,8,Winter,https://www.myntra.com/e2fonq0joy,DTHLX1CK3S0X,Nike,Clothing,Dresses,Men,Limited edition,2848.38,3532.12,19.36,Brown,463,Declining,XS,35-44,310,Ahmedabad,Cotton,Checked,495,8825,0.16,Christmas,Christmas,3,Traditional Wear
2024,10,Summer,https://www.myntra.com/ey8aayadaf,LHC4BQOZW9WR,Adidas,Accessories,Handbags,Men,High quality product,909.89,1398.57,34.94,Purple,938,Growing,L,25-34,64,Pune,Polyester,Solid,223,1696,0.22,New Year,New Year,4,Traditional Wear
2024,5,Spring,https://www.myntra.com/evgutkfamz,C1AQ8SZGBVUQ,H&M,Accessories,Handbags,Men,Trendy and stylish,523.49,781.25,32.99,Purple,215,Stable,XXL,18-24,550,Pune,Cotton,Floral,23,1554,0.25,Christmas,Christmas,5,Bohemian Style
2024,1,Winter,https://www.myntra.com/hq7xxjvnla,7WUQFJ9FIJVD,Gucci,Accessories,Hats,Men,Comfortable and durable,667.58,1000.49,33.27,Yellow,54,Declining,XL,35-44,903,Bangalore,Denim,Floral,443,5108,0.27,Christmas,Christmas,1,Gothic Fashion
2024,6,Spring,https://www.myntra.com/htq4in29es,90UO3TUV6U2N,Levis,Clothing,Dresses,Women,High quality product,1268.01,1762.19,28.04,Black,880,Growing,S,35-44,505,Delhi,Wool,Polka Dot,142,2328,0.28,New Year,New Year,4,Casual Wear
2024,12,Spring,https://www.myntra.com/nhajnd9f12,YA7IOXXEQSMX,Adidas,Footwear,Boots,Unisex,Comfortable and durable,511.63,612.86,16.52,Brown,498,Growing,XL,35-44,130,Mumbai,Leather,Polka Dot,373,1637,0.05,Holi,Holi,4,Indian and Fusion Wear
2024,8,Winter,https://www.myntra.com/t7ye2cdamc,QZ7268YYEEP9,Under Armour,Footwear,Boots,Unisex,Trendy and stylish,4888.1,7030.95,30.48,Orange,826,Stable,XL,18-24,123,Bangalore,Denim,Floral,56,8351,0.14,Navratri,Navratri,4,Maternity
2024,1,Summer,https://www.myntra.com/6u2zwwk53f,LRT4L5PHRVBH,Adidas,Accessories,Belts,Unisex,Limited edition,4609.92,7706.94,40.18,Green,848,Growing,L,25-34,433,Pune,Wool,Polka Dot,160,7329,0.27,Diwali,Diwali,1,Business Formals
2024,2,Winter,https://www.myntra.com/mrj6g3alhs,0LJJAAUQD7QJ,Under Armour,Clothing,Shirts,Men,Limited edition,976.4,1667.34,41.44,Green,162,Stable,XXL,35-44,588,Chandigarh,Silk,Floral,447,4162,0.07,Navratri,Navratri,1,Athleisure
2024,6,Spring,https://www.myntra.com/xi0hlpkz49,X8XW40JZBP8H,Levis,Footwear,Sneakers,Unisex,Comfortable and durable,3789.37,7421.87,48.94,Brown,839,Declining,L,35-44,393,Kolkata,Polyester,Printed,429,6743,0.11,Diwali,Diwali,4,Gothic Fashion
2024,12,Summer,https://www.myntra.com/lgg98e839h,MU1EOOVI1NQV,Reebok,Accessories,Watches,Women,Eco-friendly material,1949.55,3435.59,43.25,Red,514,Declining,M,18-24,999,Ahmedabad,Denim,Checked,131,3951,0.22,Holi,Holi,5,Indian and Fusion Wear
2024,7,Winter,https://www.myntra.com/sznto2h80a,7GOAWRJ4QCFB,Reebok,Clothing,Shirts,Unisex,Comfortable and durable,2318.56,3169.57,26.85,Purple,703,Growing,XXL,18-24,251,Ahmedabad,Wool,Striped,348,1449,0.03,Diwali,Diwali,3,Western Wear
2024,5,Summer,https://www.myntra.com/lzj94qvhh8,MU8K6M2A752X,Gucci,Footwear,Sandals,Men,Limited edition,3542.52,5020.12,29.43,Green,670,Growing,XS,25-34,804,Chandigarh,Cotton,Striped,364,3299,0.09,Holi,Holi,1,Party Wear
2024,11,Summer,https://www.myntra.com/b44btgiq4z,NS7M0JC7JMON,Gucci,Footwear,Sandals,Men,Limited edition,3354.05,3825.19,12.32,Black,936,Declining,S,35-44,561,Bangalore,Wool,Solid,46,2835,0.05,Christmas,Christmas,4,Sports and Active Wear
2024,5,Winter,https://www.myntra.com/j8eoilxjk3,I90H9QQXJLAK,Gucci,Accessories,Belts,Men,Comfortable and durable,3133.29,4834.62,35.19,Blue,145,Stable,XXL,35-44,153,Chandigarh,Polyester,Printed,81,7021,0.29,Navratri,Navratri,4,Western Wear
2024,10,Spring,https://www.myntra.com/aw6mu7tybt,123UNHCUSGH2,Puma,Accessories,Handbags,Women,Comfortable and durable,3751.02,5308.18,29.34,Yellow,400,Declining,XS,18-24,99,Mumbai,Silk,Striped,119,3748,0.3,New Year,New Year,2,Indian and Fusion Wear
2024,10,Fall,https://www.myntra.com/z42dg1m2uv,SBKY9GKWP95J,H&M,Footwear,Flip Flops,Men,Trendy and stylish,2829.95,4839.02,41.52,Brown,887,Stable,XXL,18-24,11,Delhi,Cotton,Solid,419,9479,0.13,Navratri,Navratri,4,Formal Wear
2024,11,Spring,https://www.myntra.com/3rnqonhc60,2DEVJSBVIGKC,Nike,Clothing,Dresses,Unisex,Trendy and stylish,3374.57,6709.16,49.7,Green,776,Growing,S,35-44,105,Chandigarh,Polyester,Polka Dot,360,1115,0.26,Eid,Eid,4,Western Wear
2024,10,Fall,https://www.myntra.com/d1fu67w331,PF5VHN1KHEJM,Adidas,Accessories,Watches,Women,High quality product,2714.25,3710.38,26.85,Green,88,Declining,M,18-24,961,Ahmedabad,Cotton,Printed,150,7833,0.06,Diwali,Diwali,4,Beachwear
2024,2,Summer,https://www.myntra.com/u1kds54g7p,FG4Q8CWMNSIC,Prada,Clothing,T-Shirts,Unisex,Eco-friendly material,4458.5,7377.34,39.56,Orange,382,Growing,M,18-24,751,Pune,Silk,Polka Dot,117,6094,0.14,New Year,New Year,1,Western Wear
2024,3,Spring,https://www.myntra.com/c7tk320ig2,5967OUNM96SR,Reebok,Accessories,Belts,Unisex,Eco-friendly material,4277.26,6961.5,38.56,Red,612,Stable,S,18-24,377,Bangalore,Leather,Polka Dot,466,6534,0.29,Navratri,Navratri,2,Bohemian Style
2024,9,Fall,https://www.myntra.com/izjwa3axnm,TMSSD8T5S2NO,Gucci,Accessories,Belts,Unisex,Limited edition,3851.18,6099.26,36.86,Yellow,379,Declining,S,18-24,258,Ahmedabad,Denim,Striped,452,5928,0.17,Holi,Holi,1,Workout Gear
2024,1,Spring,https://www.myntra.com/mjrwaqjnd5,18USCH1R4ZK7,Nike,Footwear,Sandals,Men,Comfortable and durable,1058.66,1457.8,27.38,Black,516,Stable,XXL,25-34,716,Mumbai,Polyester,Striped,277,508,0.14,Holi,Holi,3,Casual Wear
2024,5,Summer,https://www.myntra.com/0zv8z6o7hf,KX1K0SCSJM4K,Prada,Footwear,Boots,Women,Eco-friendly material,1801.97,2088.42,13.72,Purple,965,Declining,XXL,18-24,881,Pune,Cotton,Floral,466,4172,0.1,Christmas,Christmas,5,Athleisure
2024,2,Fall,https://www.myntra.com/0vuxcgi9r0,KR94WQVM5H8B,H&M,Clothing,Jackets,Women,Trendy and stylish,2427.64,4205.7,42.28,Purple,925,Growing,XL,25-34,849,Mumbai,Silk,Printed,385,9578,0,Diwali,Diwali,3,Bohemian Style
2024,5,Summer,https://www.myntra.com/1633z0adsh,5427F5AIJOZ4,Levis,Clothing,Dresses,Unisex,Comfortable and durable,1916.76,3391.44,43.48,Green,658,Growing,XXL,35-44,395,Chennai,Cotton,Floral,327,6786,0.26,Holi,Holi,5,Retro Style
2024,12,Spring,https://www.myntra.com/kfz2bxwjll,8JQETPP8EIMW,Reebok,Footwear,Formal Shoes,Unisex,Trendy and stylish,4399.59,5534.17,20.5,Green,941,Declining,S,25-34,798,Kolkata,Cotton,Polka Dot,36,9703,0.06,New Year,New Year,3,Bohemian Style
2024,4,Summer,https://www.myntra.com/7ntf3xez6y,P2JO0C02Z8PU,Nike,Footwear,Formal Shoes,Women,Trendy and stylish,2251.16,2761.26,18.47,Green,648,Growing,XXL,25-34,101,Chandigarh,Polyester,Polka Dot,288,2448,0.15,Eid,Eid,2,Western Wear
2024,10,Winter,https://www.myntra.com/24cxb47lpm,W91885CIQEFN,Nike,Clothing,T-Shirts,Unisex,Comfortable and durable,3747.09,5882.02,36.3,Red,363,Stable,L,18-24,560,Bangalore,Polyester,Striped,471,177,0.25,New Year,New Year,1,Bohemian Style
2024,12,Fall,https://www.myntra.com/b867qpw15i,PN7B68FQYNP6,Adidas,Clothing,Dresses,Unisex,Comfortable and durable,2152.81,2520.37,14.58,Purple,893,Declining,XS,35-44,631,Mumbai,Wool,Printed,43,2471,0.19,Christmas,Christmas,3,Athleisure
2024,8,Summer,https://www.myntra.com/e1bniyjgax,RC23ATD5X2NF,Under Armour,Accessories,Hats,Unisex,Limited edition,1746.03,2926.25,40.33,Red,586,Stable,L,18-24,459,Chandigarh,Leather,Striped,406,1597,0.05,Diwali,Diwali,1,Sports and Active Wear
2024,1,Winter,https://www.myntra.com/hx8ucpkq1i,4VY6HA2HA5JN,Under Armour,Footwear,Boots,Unisex,Comfortable and durable,1270.08,1785.27,28.86,Yellow,182,Declining,S,18-24,220,Bangalore,Leather,Striped,460,2277,0.04,Navratri,Navratri,5,Urban Fashion
2024,8,Summer,https://www.myntra.com/lf052tt6gz,I151F02NIH3V,Levis,Footwear,Flip Flops,Women,Eco-friendly material,1750.05,3462.03,49.45,Black,72,Growing,M,25-34,481,Delhi,Wool,Polka Dot,187,4492,0.28,Holi,Holi,4,Workout Gear
2024,11,Spring,https://www.myntra.com/tdx0v5qoij,KM36O0DPWASD,Levis,Clothing,Jeans,Women,Limited edition,4030.12,7212.02,44.12,Blue,725,Declining,XXL,18-24,102,Delhi,Cotton,Checked,163,8240,0.29,New Year,New Year,3,Ethnic Casuals
2024,11,Spring,https://www.myntra.com/2mv90p14u5,0FV9IE5GR3SM,Reebok,Accessories,Belts,Women,High quality product,4652.44,9221.45,49.55,Green,774,Stable,XS,35-44,574,Kolkata,Polyester,Printed,23,5976,0.22,Holi,Holi,5,Workout Gear
2024,8,Summer,https://www.myntra.com/htgbw7u2z8,LS9DYGY2UP9B,Nike,Accessories,Watches,Women,Comfortable and durable,1272.31,1808.49,29.65,Yellow,952,Growing,XS,25-34,240,Chennai,Denim,Striped,51,3128,0.03,New Year,New Year,4,Vintage Clothing
2024,10,Winter,https://www.myntra.com/qpwnxjfjvq,4I2FMQ9L6OG4,Adidas,Clothing,T-Shirts,Men,Trendy and stylish,4345.4,6937.55,37.36,Green,320,Stable,S,25-34,549,Chandigarh,Cotton,Striped,84,5812,0.23,New Year,New Year,4,Retro Style
2024,7,Spring,https://www.myntra.com/phmkbpw9jd,L5SE0PEPW5CB,Under Armour,Accessories,Hats,Men,Trendy and stylish,4594.67,7343,37.43,Blue,617,Growing,XS,18-24,895,Kolkata,Silk,Floral,484,7112,0.17,Eid,Eid,2,Traditional Wear
2024,9,Fall,https://www.myntra.com/njmwkg608e,6VDVHYPTOAMI,Puma,Footwear,Formal Shoes,Unisex,Limited edition,4251.67,5167.6,17.72,Pink,457,Declining,M,35-44,383,Kolkata,Cotton,Checked,193,4127,0.21,Navratri,Navratri,3,Beachwear
2024,5,Summer,https://www.myntra.com/eboegdi66n,U0RT3ZG70O4Y,Under Armour,Footwear,Sneakers,Women,Comfortable and durable,3756.71,6116.47,38.58,Pink,843,Declining,XXL,35-44,648,Bangalore,Cotton,Checked,436,2317,0.01,Diwali,Diwali,3,Urban Fashion
2024,10,Winter,https://www.myntra.com/nsqfwvxz0e,4VQ232ZAG6S7,Adidas,Clothing,Jeans,Unisex,Eco-friendly material,1441.36,1682.95,14.36,Brown,551,Declining,S,25-34,257,Jaipur,Silk,Checked,328,6765,0.15,Holi,Holi,1,Athleisure
2024,8,Spring,https://www.myntra.com/6nkspyqpdx,IS9LE6MYJIEH,Under Armour,Accessories,Hats,Men,Trendy and stylish,2815.89,4912.98,42.68,Blue,849,Declining,L,18-24,617,Mumbai,Polyester,Striped,476,8890,0.27,Eid,Eid,5,Sports and Active Wear
2024,12,Summer,https://www.myntra.com/01knbgza8k,YUTQD7HVC79N,H&M,Footwear,Sandals,Unisex,Comfortable and durable,1377.38,2193.73,37.21,Yellow,785,Declining,M,25-34,983,Ahmedabad,Leather,Solid,110,6511,0.06,Holi,Holi,5,Indian and Fusion Wear
2024,9,Summer,https://www.myntra.com/5c0srfevng,MMAM9GXWQ7CF,Levis,Footwear,Boots,Men,High quality product,4817.44,8272.42,41.77,Blue,612,Declining,S,25-34,554,Kolkata,Wool,Striped,286,3531,0.24,New Year,New Year,5,Vintage Clothing
2024,10,Summer,https://www.myntra.com/o57nnkpn13,VBSAUJ48S7FJ,Puma,Clothing,Jackets,Women,Trendy and stylish,3403.02,4664.47,27.04,Blue,649,Stable,XXL,35-44,258,Hyderabad,Denim,Checked,221,9472,0.27,Navratri,Navratri,1,Traditional Wear
2024,9,Fall,https://www.myntra.com/g1qek68w9t,7X9SY6G8GIKN,Prada,Footwear,Flip Flops,Women,High quality product,4147.25,4797.66,13.56,Pink,590,Stable,XXL,25-34,678,Bangalore,Cotton,Checked,31,6018,0.2,Diwali,Diwali,5,Indian and Fusion Wear
2024,6,Fall,https://www.myntra.com/r9w72v42x6,L54IVBE4CDYU,Puma,Footwear,Sandals,Men,Comfortable and durable,4708.54,6176.88,23.77,Brown,938,Stable,M,25-34,260,Chandigarh,Leather,Striped,245,2868,0.11,Christmas,Christmas,2,Traditional Wear
2024,5,Spring,https://www.myntra.com/zxiixh42e9,386SA4MPI6YG,Levis,Footwear,Formal Shoes,Men,Trendy and stylish,3005.66,3359.12,10.52,Purple,211,Declining,XXL,35-44,494,Ahmedabad,Silk,Printed,49,1851,0.07,Diwali,Diwali,1,Urban Fashion
2024,7,Fall,https://www.myntra.com/xck7yvhxnv,3GDIVIZU70LG,H&M,Clothing,Dresses,Unisex,Eco-friendly material,1928.19,3591.95,46.32,Orange,350,Growing,S,18-24,252,Mumbai,Leather,Solid,152,3232,0.28,New Year,New Year,3,Retro Style
2024,12,Winter,https://www.myntra.com/xhg0f44nsa,IS9A34KP652N,Prada,Accessories,Jewelry,Unisex,High quality product,4117.63,4721.64,12.79,Pink,254,Growing,XXL,25-34,992,Chandigarh,Cotton,Polka Dot,290,1189,0.02,Eid,Eid,1,Sports and Active Wear
2024,1,Winter,https://www.myntra.com/z7ttposk71,GW6OOYSL04WK,Zara,Clothing,Shirts,Men,Eco-friendly material,1721.58,2815.77,38.86,Green,219,Declining,XS,18-24,695,Mumbai,Leather,Floral,185,9425,0.27,Diwali,Diwali,1,Traditional Wear
2024,6,Winter,https://www.myntra.com/x36v6wu32u,XQ5VPQX1RDBI,Puma,Clothing,Dresses,Men,High quality product,3485.26,5069.35,31.25,Purple,654,Declining,XL,25-34,285,Hyderabad,Polyester,Printed,291,1477,0.02,Diwali,Diwali,2,Streetwear
2024,5,Winter,https://www.myntra.com/a1ujx6llzp,EKU0H2OPXAXZ,H&M,Accessories,Jewelry,Men,Eco-friendly material,577.27,693.76,16.79,Green,495,Growing,S,35-44,612,Bangalore,Denim,Polka Dot,26,6156,0.28,Diwali,Diwali,4,Maternity
2024,9,Winter,https://www.myntra.com/qmgu7tft82,SW849R48JP83,H&M,Accessories,Watches,Women,Comfortable and durable,3695.9,5482.83,32.59,Orange,303,Growing,L,18-24,775,Ahmedabad,Polyester,Polka Dot,173,5485,0.29,New Year,New Year,1,Workout Gear
2024,10,Winter,https://www.myntra.com/ply86f59yl,M8RKJ033KS49,Puma,Clothing,Shirts,Unisex,Comfortable and durable,4383.74,7992.78,45.15,Purple,913,Declining,XXL,35-44,402,Ahmedabad,Silk,Checked,44,2466,0.24,Diwali,Diwali,2,Minimalist Fashion
2024,10,Summer,https://www.myntra.com/57930wdcva,15QA6VWSQO5M,Reebok,Footwear,Flip Flops,Unisex,Eco-friendly material,2433.5,3427.1,28.99,White,868,Growing,XL,25-34,996,Mumbai,Wool,Polka Dot,264,6086,0.08,New Year,New Year,5,Sports and Active Wear
2024,3,Spring,https://www.myntra.com/zz1kkklubq,N482Y7K5BMI3,Reebok,Accessories,Belts,Men,Limited edition,4306.68,8164.44,47.25,Pink,596,Growing,XS,18-24,596,Bangalore,Leather,Floral,346,8936,0.3,New Year,New Year,5,Sports and Active Wear
2024,5,Spring,https://www.myntra.com/y0jc07dof9,OF1YNHFWOJIW,H&M,Clothing,T-Shirts,Men,Limited edition,1591.42,1978.89,19.58,Pink,479,Declining,XXL,25-34,599,Delhi,Cotton,Floral,38,3837,0.14,Christmas,Christmas,1,Indian and Fusion Wear
2024,2,Summer,https://www.myntra.com/2hwkb733fr,TFS1YHXBPQV4,Under Armour,Accessories,Handbags,Unisex,Comfortable and durable,2002.31,3540.02,43.44,Purple,634,Growing,S,25-34,309,Chandigarh,Polyester,Floral,89,6620,0.22,Navratri,Navratri,2,Urban Fashion
2024,4,Summer,https://www.myntra.com/pqjehyvspx,416T27OWBDR0,Gucci,Clothing,Dresses,Men,Limited edition,3538.48,6509.48,45.64,Purple,899,Declining,XXL,18-24,593,Delhi,Wool,Floral,156,3771,0.23,Diwali,Diwali,1,Vintage Clothing
2024,10,Fall,https://www.myntra.com/am9d3vj6x6,NWN6ZKI2IW26,Under Armour,Footwear,Formal Shoes,Men,High quality product,1967.46,2201.62,10.64,Green,835,Growing,S,35-44,45,Chennai,Denim,Polka Dot,405,1543,0.23,Christmas,Christmas,3,Vintage Clothing
2024,5,Winter,https://www.myntra.com/0w9f6kjcgl,GIJFE7OMA4JG,Levis,Footwear,Formal Shoes,Men,Limited edition,4364.76,6061.24,27.99,Red,524,Stable,L,25-34,956,Ahmedabad,Silk,Printed,283,6093,0.09,New Year,New Year,4,Maternity
2024,1,Summer,https://www.myntra.com/b9wlnhe6si,5OTDVS98B8KD,Puma,Clothing,Jeans,Unisex,High quality product,4412.61,8537.35,48.31,White,392,Growing,M,25-34,167,Kolkata,Cotton,Checked,15,4734,0.04,Navratri,Navratri,1,Workout Gear
2024,4,Winter,https://www.myntra.com/pmcsoy6mgw,OANJ8ZWXV78Z,Zara,Clothing,Shirts,Women,High quality product,575.57,914.06,37.03,Black,257,Stable,XL,18-24,120,Bangalore,Polyester,Solid,191,3704,0.1,Navratri,Navratri,4,Bohemian Style
2024,5,Spring,https://www.myntra.com/vief3ld2vu,P50LRG930GAO,Puma,Accessories,Hats,Unisex,Comfortable and durable,2567.84,3959.52,35.15,Black,813,Stable,XS,25-34,652,Mumbai,Cotton,Polka Dot,121,7370,0.13,Christmas,Christmas,5,Vintage Clothing
2024,12,Spring,https://www.myntra.com/oyp1y3nxue,XDTZ8G5E6RT0,H&M,Accessories,Belts,Women,High quality product,2865.02,3683.64,22.22,Purple,874,Declining,XXL,35-44,154,Mumbai,Denim,Polka Dot,284,8999,0.19,Eid,Eid,1,Streetwear
